index,payload,model,syntax,crs,rule_count,rule_ids,rule_refs,total_score,unique_id
120,"<details open ontoggle=""(function(){const x=window['al\u0065rt'];x(88)})()""></details>",0,1,block,5,"934100,941100,941120,941370,949110","o25,11v217,86 || v217,86t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,86t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o44,20v217,86t:urlDecodeUni,t:compressWhitespace || ",20,178029304873.096648
121,"<details open ontoggle=""(function(){top['al\x65rt'](String['fromCharCode'](88,83,83))})()""></details>",0,1,block,7,"932105,933210,934100,941100,941120,941370,949110","o33,6v217,101 || o51,38v217,101t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,101 || v217,101t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,101t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o36,15v217,101t:urlDecodeUni,t:compressWhitespace || ",30,178029304975.576686
126,"<details open ontoggle=""(function(){const f=self['al'+'ert'];f('XSS')})()""></details>",0,1,block,6,"934100,934100,941100,941120,941370,949110","o25,11v217,85 || o25,11v217,85t:urlDecodeUni || v217,85t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,85t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o44,16v217,85t:urlDecodeUni,t:compressWhitespace || ",25,17802930557.894504
129,"<svg onload=""(function(){const f=top['ale'+'rt'];f('XSS')})()""></svg>",0,1,block,7,"934100,934100,941100,941120,941160,941370,949110","o14,11v217,69 || o14,11v217,69t:urlDecodeUni || v217,69t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o4,8v217,69t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,12v217,69t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o33,15v217,69t:urlDecodeUni,t:compressWhitespace || ",30,17802930587.028273
131,"<details open ontoggle=""(function(){const a=self['\141\154\145\162\164'];a([88,83,83].map(c=>String['\146\162\157\155\103\150\141\162\103\157\144\145'](c)).join(''))})()""></details>",0,1,block,5,"934100,941100,941120,941370,949110","o25,11v217,181 || v217,181t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,181t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o44,28v217,181t:urlDecodeUni,t:compressWhitespace || ",20,178029306078.815628
155,"<details open ontoggle=""(function(){const f=self['\x61lert'];f(String['\x66romCharCode'](88,83,83))})()""></details>",0,1,block,5,"934100,941100,941120,941370,949110","o25,11v217,115 || v217,115t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,115t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o44,16v217,115t:urlDecodeUni,t:compressWhitespace || ",20,178029308583.357740
156,"<details open ontoggle=""(function(){const f=globalThis['\x61lert'];f(String[atob('ZnJvbUNoYXJDb2Rl')](88,83,83))})()""></details>",0,1,block,5,"933210,934100,941100,941120,949110","o68,48v217,128t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,128 || v217,128t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,128t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178029308670.052629
157,"<details open ontoggle=""(function(){const f=parent['\x61lert'];f([88,83,83]['map'](x=>String['\x66romCharCode'](x))['join'](''))})()""></details>",0,1,block,5,"933210,934100,941100,941120,949110","o75,57v217,144t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,144 || v217,144t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,144t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178029308775.658368
158,"<details open ontoggle=""(function(){const f=frames[0]?parent['\x61lert']:self['\x61lert'];f((s=>s['\x66romCharCode'](88,83,83))(String))})()""></details>",0,1,block,5,"934100,941100,941120,941370,949110","o25,11v217,152 || v217,152t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,152t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o73,16v217,152t:urlDecodeUni,t:compressWhitespace || ",20,178029308833.746392
159,"<details open ontoggle=""(function(){const f=window['\x61lert'];f(String.fromCodePoint(88,83,83))})()""></details>",0,1,block,5,"934100,941100,941120,941370,949110","o25,11v217,112 || v217,112t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,112t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o44,18v217,112t:urlDecodeUni,t:compressWhitespace || ",20,178029308932.584073
167,"<details open ontoggle=""(function(){const f=parent['\x61lert'];f(88['toString'](36)+'SS')})()""></details>",0,1,block,6,"933210,934100,934100,941100,941120,949110","o64,29v217,105t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,105 || o25,11v217,105t:urlDecodeUni || v217,105t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,105t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178029309877.732898
168,"<svg onload=""(function(){const a=self['al'+'ert'];a`XSS`})()""></svg>",0,1,block,7,"934100,934100,941100,941120,941160,941370,949110","o14,11v217,68 || o14,11v217,68t:urlDecodeUni || v217,68t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o4,8v217,68t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,12v217,68t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o33,16v217,68t:urlDecodeUni,t:compressWhitespace || ",30,178029309981.138127
173,"<details open ontoggle=""(function(){var b=atob('YWxlcnQ=');window[b](1)})();"">",0,1,block,6,"933210,934100,941100,941120,941370,949110","o65,10v217,78t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,78 || v217,78t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,78t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o59,9v217,78t:urlDecodeUni,t:compressWhitespace || ",25,17802931047.255802
176,"<details open ontoggle=""(function(){var c=String.fromCharCode(97,108,101,114,116);this[c](1)})();"">",0,1,block,6,"933210,934100,941100,941120,941370,949110","o86,10v217,99t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,99 || v217,99t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,99t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o82,7v217,99t:urlDecodeUni,t:compressWhitespace || ",25,178029310894.244119
177,"<details open ontoggle=""(function(){var c=String['fromCh'+'arCode'](97,108,101,114,116);self[c](1)})();"">",0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o48,54v217,105t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,105 || o25,11v217,105t:urlDecodeUni || v217,105t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,105t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o88,7v217,105t:urlDecodeUni,t:compressWhitespace || ",30,178029310986.374470
179,"<details open ontoggle=""(function(){var c=atob('YWxlcnQ=');top[c](1)})();"">",0,1,block,7,"932105,933210,934100,941100,941120,941370,949110","o58,4v217,75 || o62,10v217,75t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,75 || v217,75t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,75t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o59,6v217,75t:urlDecodeUni,t:compressWhitespace || ",30,178029311057.775854
180,"<details open ontoggle=""(function(){var c=String.fromCharCode(97)+String.fromCharCode(108)+String.fromCharCode(101)+String.fromCharCode(114)+String.fromCharCode(116);this[c](1)})();"">",0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o170,10v217,183t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,183 || o25,11v217,183t:urlDecodeUni || v217,183t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,183t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o166,7v217,183t:urlDecodeUni,t:compressWhitespace || ",30,178029311273.048693
181,"<details open ontoggle=""(function(){var c=decodeURIComponent('%61%6c%65%72%74');window[c](1)})();"">",0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o76,10v217,99t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,99 || o25,11v217,99t:urlDecodeUni || v217,99t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,99t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o70,9v217,99t:urlDecodeUni,t:compressWhitespace || ",30,178029311333.925906
182,"<details open ontoggle=""(function(){var e=top['al'+'ert'];e(1)})();"">",0,1,block,6,"934100,934100,941100,941120,941370,949110","o25,11v217,69 || o25,11v217,69t:urlDecodeUni || v217,69t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,69t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o42,15v217,69t:urlDecodeUni,t:compressWhitespace || ",25,178029311439.090124
184,"<details open ontoggle=""(function(){var e=globalThis[String.fromCharCode(97,108,101,114,116)];e(1)})();"">",0,1,block,4,"934100,941100,941120,949110","o25,11v217,105 || v217,105t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,105t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178029311673.636389
185,"<details open ontoggle=""(function(){var e=parent['al'+'ert'];e(1)})();"">",0,1,block,5,"934100,934100,941100,941120,949110","o25,11v217,72 || o25,11v217,72t:urlDecodeUni || v217,72t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,72t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,17802931174.563409
186,"<details open ontoggle=""(function(){var e=frames['al'+'ert'];e(1)})();"">",0,1,block,5,"934100,934100,941100,941120,949110","o25,11v217,72 || o25,11v217,72t:urlDecodeUni || v217,72t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,72t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178029311864.160990
187,"<details open ontoggle=""(function(){var h=globalThis[atob('YWxlcnQ=')];h(1)})();"">",0,1,block,4,"934100,941100,941120,949110","o25,11v217,82 || v217,82t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,82t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178029311963.563099
188,"<details open ontoggle=""(function(){var h=globalThis['al\u0065rt'];h(1)})();"">",0,1,block,4,"934100,941100,941120,949110","o25,11v217,78 || v217,78t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,78t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178029312041.010095
189,"<details open ontoggle=""(function(){var h=globalThis[String.fromCharCode(97,108,101,114,116)];h(1)})();"">",0,1,block,4,"934100,941100,941120,949110","o25,11v217,105 || v217,105t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,105t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178029312114.496724
190,"<details open ontoggle=""(function(){var h=globalThis['al'+'ert'];h(document.domain)})();"">",0,1,block,5,"934100,934100,941100,941120,949110","o25,11v217,90 || o25,11v217,90t:urlDecodeUni || v217,90t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,90t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178029312217.593187
191,"<details open ontoggle=""(function(){var h=self['al'+'ert'];h(1)})();"">",0,1,block,6,"934100,934100,941100,941120,941370,949110","o25,11v217,70 || o25,11v217,70t:urlDecodeUni || v217,70t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,70t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o42,16v217,70t:urlDecodeUni,t:compressWhitespace || ",25,178029312344.464560
